operator_id,layer_index,operator_type,operator_name,from_candidate_id,to_candidate_id,accepted,reason,benefit,cost_saving,single_accuracy_drop,combined_accuracy,combined_accuracy_drop,combined_logit_kl,combined_label_flip_rate
distilbert_sst2.layer4.layernorm.attention_layernorm,4,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,1373427.876069416,26.5,0.0,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,1028710.3196108171,15.25,0.0,0.9765625,0.015625,0.08905645459890366,0.03125
distilbert_sst2.layer5.layernorm.attention_layernorm,5,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,781263.6248560656,26.5,0.0,,,,
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,720187.5477023277,12.200000000000003,0.0,0.9765625,0.015625,0.08186754584312439,0.03125
distilbert_sst2.layer5.layernorm.attention_layernorm,5,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,642115.8216432609,22.6,0.0,0.9765625,0.015625,0.08568046241998672,0.03125
distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,536183.4291164521,12.200000000000003,0.0,0.9765625,0.015625,0.08949849009513855,0.03125
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,softmax.clipped.stable.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,403074.0683429544,3.650000000000002,0.0,0.9765625,0.015625,0.08297784626483917,0.03125
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,356113.6094671662,12.200000000000003,0.0,0.98046875,0.01171875,0.09600067138671875,0.02734375
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,307959.8077400845,12.200000000000003,0.0,0.9765625,0.015625,0.0838371068239212,0.03125
distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,161403.98584276807,26.5,0.0,,,,
distilbert_sst2.layer5.softmax.attention_softmax,5,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,152552.82209369712,15.900000000000002,0.0,0.9765625,0.015625,0.08044914156198502,0.03125
distilbert_sst2.layer3.layernorm.attention_layernorm,3,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,150556.57477137676,22.6,0.0,0.98046875,0.01171875,0.08573125302791595,0.02734375
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,145286.8946436717,15.900000000000002,0.0,0.98046875,0.01171875,0.08453458547592163,0.02734375
distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,softmax.poly_exp.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,144631.63899489716,12.200000000000003,0.0,0.9765625,0.015625,0.10396961867809296,0.03125
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,138655.00789800897,15.25,0.0,0.9765625,0.015625,0.09584580361843109,0.03125
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,softmax.clipped.stable.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,101332.89193460149,3.650000000000002,0.0,0.98046875,0.01171875,0.07249806076288223,0.02734375
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,92062.39491403922,15.900000000000002,0.0,0.97265625,0.01953125,0.11716678738594055,0.03515625
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,78080.14708938671,15.900000000000002,0.0,0.96875,0.0234375,0.07941224426031113,0.0390625
distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,76244.38516031188,15.900000000000002,0.0,0.96484375,0.02734375,0.1308044195175171,0.04296875
distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,56803.54962516222,26.5,0.0,,,,
distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,43294.06087690072,26.5,0.0,,,,
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,softmax.exact.high.v1,softmax.clipped.stable.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,41657.54369229972,3.650000000000002,0.0,0.9765625,0.015625,0.08166587352752686,0.03125
distilbert_sst2.layer5.layernorm.ffn_layernorm,5,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,36822.02384385451,22.6,0.0,0.9765625,0.015625,0.09806972742080688,0.03125
distilbert_sst2.layer4.softmax.attention_softmax,4,softmax,attention_softmax,softmax.exact.high.v1,softmax.power.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,28356.764664696697,15.900000000000002,0.0,0.97265625,0.01953125,0.1158919706940651,0.03515625
distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl+max_label_flip_rate,22445.32620327601,22.6,0.0,0.98828125,0.00390625,0.0268116295337677,0.01171875
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,13012.47223752372,26.5,0.0,,,,
distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,12897.65315850226,22.6,0.0,0.96875,0.0234375,0.09417936205863953,0.0390625
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,12515.53759758419,15.25,0.0,0.97265625,0.01953125,0.09475242346525192,0.03515625
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,11268.049905627959,22.6,0.0,0.92578125,0.06640625,0.2372560054063797,0.08203125
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,True,accepted,5997.506917599318,15.25,0.0,0.98828125,0.00390625,0.0063042608089745045,0.00390625
distilbert_sst2.layer4.layernorm.ffn_layernorm,4,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,3399.7006473541846,26.5,0.0,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,1998.9864853486893,26.5,0.00390625,,,,
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,True,accepted,1879.80331564607,22.6,0.00390625,0.98828125,0.00390625,0.013740980997681618,0.00390625
distilbert_sst2.layer5.gelu.ffn_activation,5,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl,1188.48894193293,19.55,0.0,0.984375,0.0078125,0.05155624821782112,0.0078125
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,741.0887358576932,26.5,0.00390625,,,,
distilbert_sst2.layer5.gelu.ffn_activation,5,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl,700.794799292809,15.8,0.0,0.984375,0.0078125,0.06863812357187271,0.0078125
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.newton.low_iter.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,328.4680677987426,15.25,0.0078125,0.96875,0.0234375,0.07917153835296631,0.0234375
distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,209.45732910026703,19.55,0.00390625,0.9453125,0.046875,0.1015513613820076,0.0546875
distilbert_sst2.layer3.softmax.attention_softmax,3,softmax,attention_softmax,softmax.exact.high.v1,softmax.clipped.stable.v1,True,accepted,172.1175308421201,3.650000000000002,0.00390625,0.98828125,0.00390625,0.018688317388296127,0.00390625
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,91.23492174597662,22.6,0.03515625,0.875,0.1171875,0.3346484303474426,0.125
distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,66.37062106152929,15.8,0.0390625,0.875,0.1171875,0.29847264289855957,0.1171875
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,49.38898376359472,26.5,0.109375,,,,
distilbert_sst2.layer3.layernorm.ffn_layernorm,3,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_logit_kl,42.78264708270116,22.6,0.1171875,0.98828125,0.00390625,0.020898766815662384,0.00390625
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,41.931773802661326,26.5,0.10546875,,,,
distilbert_sst2.layer5.gelu.ffn_activation,5,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,35.145728906612,11.75,0.03515625,0.84765625,0.14453125,0.4493369460105896,0.15234375
distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,28.359245160548753,11.75,0.0703125,0.890625,0.1015625,0.23441673815250397,0.1015625
distilbert_sst2.layer4.gelu.ffn_activation,4,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,20.111172321662817,15.8,0.140625,0.90625,0.0859375,0.2468162178993225,0.09375
distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,15.298698954387621,11.75,0.21484375,0.8046875,0.1875,0.3478138744831085,0.1875
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,layernorm.exact.high.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,12.380540829997104,22.6,0.5,0.5859375,0.40625,0.6426169872283936,0.4140625
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.newton.low_iter.v1,layernorm.affine.low_cost.v1,False,below_min_quality_rank,11.308261607332211,26.5,0.44921875,,,,
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,9.239263157993797,15.8,0.49609375,0.52734375,0.46484375,0.7383320927619934,0.47265625
distilbert_sst2.layer2.layernorm.ffn_layernorm,2,layernorm,ffn_layernorm,layernorm.newton.low_iter.v1,layernorm.centered.mid_cost.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,9.200089699429752,22.6,0.5,0.4921875,0.5,1.2792794704437256,0.5078125
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,9.150575242109822,15.8,0.5,0.54296875,0.44921875,0.7370010614395142,0.45703125
distilbert_sst2.layer3.gelu.ffn_activation,3,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,9.006112692607008,19.55,0.5,0.5,0.4921875,0.9794045686721802,0.5
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree3.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,7.673943812305557,15.8,0.45703125,0.55078125,0.44140625,0.982918381690979,0.44921875
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,6.576024284857556,19.55,0.5,0.5078125,0.484375,0.7847380042076111,0.4921875
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,6.571888043309779,19.55,0.5,0.5078125,0.484375,0.9364246129989624,0.4921875
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree2.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,5.507971927149015,19.55,0.5,0.48046875,0.51171875,1.1932690143585205,0.51953125
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,4.028215366618311,11.75,0.5,0.5078125,0.484375,0.882723867893219,0.4921875
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,4.019485459634746,11.75,0.5,0.51171875,0.48046875,0.8553111553192139,0.48828125
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,gelu.exact.high.v1,gelu.poly.degree5.v1,False,violates_max_accuracy_drop+max_logit_kl+max_label_flip_rate,3.840102130375808,11.75,0.5,0.5078125,0.484375,0.7944474220275879,0.4921875
